Test Case,Array Size,Kth Smallest Element Position,Runtime
78016,3161,592,0.000021
78023,28385,527,0.000034
78037,24243,524,0.000036
78038,12447,549,0.000036
78039,744,472,0.000017
78044,1082,383,0.000022
78055,21108,820,0.000034
78057,17892,997,0.000032
78058,13980,659,0.000030
78063,15497,183,0.000039
78064,21205,779,0.000030
78072,970,343,0.000019
78076,18811,228,0.000033
78080,29160,56,0.000034
78081,372,758,0.000010
78085,1786,373,0.000028
78090,15835,200,0.000024
78093,7669,71,0.000034
78095,23846,401,0.000034
78099,476,907,0.000012
78106,1654,28,0.000024
78111,11648,551,0.000032
78124,18591,791,0.000034
78125,2600,21,0.000031
78131,25290,828,0.000033
78135,22153,207,0.000028
78136,3379,489,0.000021
78138,9232,578,0.000028
78143,5453,952,0.000033
78155,12684,429,0.000034
78165,24498,440,0.000034
78175,29103,6,0.000035
78179,10888,39,0.000033
78183,6900,850,0.000040
78185,2231,555,0.000017
78187,16467,820,0.000035
78192,13949,746,0.000026
78193,2198,930,0.000031
78201,1520,134,0.000026
78204,2222,445,0.000030
78209,24682,795,0.000033
78212,3138,614,0.000033
78216,19827,936,0.000034
78227,4295,886,0.000033
78230,2916,668,0.000021
78231,5877,395,0.000032
78233,3004,457,0.000040
78234,13391,122,0.000034
78240,159,791,0.000004
78254,1387,811,0.000025
78274,26375,795,0.000037
78287,24632,522,0.000032
78294,21,485,0.000001
78302,2631,501,0.000031
78307,1771,113,0.000029
78308,4019,110,0.000033
78309,618,697,0.000015
78317,16855,652,0.000034
78319,834,930,0.000017
78323,4282,495,0.000033
78327,10415,770,0.000034
78350,8726,436,0.000023
78356,10781,44,0.000034
78357,125,414,0.000004
78367,1290,185,0.000063
78380,6304,984,0.000034
78383,23967,668,0.000044
78386,76,462,0.000002
78392,714,266,0.000019
78399,1816,652,0.000027
78419,2031,106,0.000030
78421,6653,610,0.000034
78425,14235,825,0.000033
78427,8696,370,0.000022
78428,27948,918,0.000036
78429,1308,974,0.000024
78431,4444,363,0.000033
78440,3161,160,0.000032
78442,1847,858,0.000029
78443,519,364,0.000012
78446,12640,925,0.000034
78447,1008,948,0.000022
78455,3715,120,0.000040
78461,9414,546,0.000033
78485,1361,149,0.000025
78500,4627,311,0.000034
78506,1313,568,0.000024
78512,28759,588,0.000036
78526,168,655,0.000005
78528,20501,952,0.000023
78529,6157,732,0.000022
78530,15471,546,0.000035
78535,362,178,0.000010
78537,2569,586,0.000020
78544,1030,689,0.000021
78554,769,927,0.000018
78556,19,435,0.000001
78557,7618,426,0.000040
78571,30576,658,0.000024
78575,6935,447,0.000034
78577,25539,840,0.000034
78585,5777,330,0.000042
78586,12377,122,0.000022
78600,2132,853,0.000019
78621,1329,501,0.000017
78628,10991,691,0.000034
78648,15706,593,0.000034
78654,8390,916,0.000034
78661,4366,82,0.000023
78675,18982,824,0.000035
78681,2197,661,0.000030
78687,23737,274,0.000033
78690,23933,930,0.000035
78710,5076,188,0.000033
78726,17637,229,0.000034
78746,400,598,0.000011
78749,18502,343,0.000033
78750,23555,368,0.000034
78779,592,599,0.000014
78795,2795,236,0.000032
78804,28509,714,0.000063
78807,987,709,0.000021
78810,4570,33,0.000019
78819,22148,831,0.000035
78824,2957,731,0.000032
78826,9397,275,0.000034
78842,25992,338,0.000028
78843,13088,545,0.000032
78850,143,225,0.000004
78857,16021,601,0.000034
78861,5101,935,0.000034
78870,20283,349,0.000039
78872,146,206,0.000005
78876,22852,436,0.000033
78878,1325,851,0.000025
78884,12220,652,0.000034
78889,29121,209,0.000034
78898,246,163,0.000007
78899,166,760,0.000005
78912,25678,944,0.000034
78915,6720,849,0.000032
78925,1764,775,0.000028
78929,18155,972,0.000032
78946,10867,283,0.000035
78951,23975,281,0.000034
78961,1223,672,0.000024
78968,8741,190,0.000034
78969,12629,899,0.000034
78988,813,16,0.000018
79002,6921,524,0.000035
79008,1037,179,0.000021
79010,4263,338,0.000032
79028,2669,347,0.000032
79050,5221,249,0.000033
79064,265,65,0.000007
79067,687,523,0.000017
79076,551,333,0.000015
79080,32612,950,0.000035
79085,9728,601,0.000034
79092,2170,170,0.000031
79101,427,289,0.000012
79106,63,618,0.000002
79115,12001,544,0.000043
79130,6248,456,0.000033
79131,29772,145,0.000034
79142,422,746,0.000011
79143,5490,626,0.000022
79151,2099,823,0.000030
79153,2139,910,0.000030
79168,3637,516,0.000033
79185,11394,741,0.000034
79194,594,573,0.000014
79203,5959,640,0.000034
79210,3415,947,0.000033
79214,1620,553,0.000027
79227,1565,803,0.000026
79229,2753,894,0.000026
79239,2012,8,0.000039
79247,200,110,0.000005
79255,2359,339,0.000031
79272,7649,595,0.000034
79274,5092,413,0.000033
79289,790,171,0.000018
79302,1467,732,0.000027
79306,13565,886,0.000035
79322,623,216,0.000015
79323,790,785,0.000018
79326,511,997,0.000013
79327,11372,853,0.000034
79329,222,345,0.000006
79332,6083,876,0.000034
79339,734,913,0.000020
79340,783,888,0.000024
79346,1687,386,0.000025
79351,1383,915,0.000025
79356,438,165,0.000011
79371,3228,220,0.000031
79382,253,182,0.000005
79385,1141,165,0.000023
79398,658,854,0.000015
79410,2516,759,0.000032
79424,516,166,0.000012
79441,24645,472,0.000034
79445,4988,906,0.000034
79451,13985,475,0.000035
79458,3006,5,0.000032
79461,8124,142,0.000035
79466,31775,648,0.000035
79469,6173,496,0.000034
79472,92,632,0.000002
79488,8468,321,0.000039
79501,29784,712,0.000034
79518,4657,208,0.000032
79522,13791,94,0.000027
79527,8023,56,0.000034
79537,26276,519,0.000033
79548,13141,578,0.000034
79555,3998,237,0.000040
79565,3849,592,0.000034
79573,5382,227,0.000035
79583,5867,463,0.000035
79589,538,578,0.000031
79590,2323,413,0.000030
79598,3627,783,0.000032
79599,24940,541,0.000035
79604,9765,218,0.000034
79606,2055,764,0.000029
79609,4574,494,0.000028
79611,823,654,0.000018
79619,4472,532,0.000033
79620,7346,397,0.000022
79626,5946,86,0.000034
79641,8523,87,0.000035
79663,2173,753,0.000031
79665,23202,400,0.000024
79669,19839,787,0.000034
79671,4798,182,0.000034
79682,4356,41,0.000045
79690,3255,775,0.000033
79701,28340,57,0.000034
79704,2470,480,0.000041
79705,30850,359,0.000042
79712,425,857,0.000011
79719,1864,607,0.000028
79722,4705,879,0.000033
79725,6142,178,0.000073
79726,5737,765,0.000035
79729,27273,648,0.000033
79741,26129,222,0.000034
79743,9254,657,0.000033
79749,5265,802,0.000035
79775,1956,111,0.000029
79783,5446,625,0.000021
79785,10979,712,0.000034
79799,15309,577,0.000039
79804,149,670,0.000004
79833,6678,40,0.000034
79844,4974,368,0.000034
79854,4499,166,0.000033
79863,13097,546,0.000034
79870,4202,731,0.000039
79874,11501,344,0.000033
79877,568,615,0.000014
79893,18767,841,0.000033
79894,438,305,0.000011
79896,17113,728,0.000035
79904,7526,869,0.000033
79907,22249,962,0.000048
79922,1198,701,0.000024
79924,15707,902,0.000034
79928,4990,469,0.000034
79931,7073,488,0.000034
79941,1815,379,0.000029
79944,427,107,0.000011
79948,591,334,0.000015
79954,999,243,0.000022
79969,6308,629,0.000034
79972,19901,774,0.000034
79979,4286,862,0.000021
79987,590,158,0.000015
80005,30156,248,0.000041
80009,27051,324,0.000034
80041,2181,294,0.000029
80051,5224,485,0.000035
80097,4148,239,0.000033
80106,54,805,0.000002
80134,15567,262,0.000034
80137,12851,240,0.000024
80139,15689,962,0.000034
80141,898,499,0.000019
80147,2145,971,0.000030
80148,5655,928,0.000034
80155,845,644,0.000018
80165,10449,703,0.000034
80173,2092,112,0.000030
80175,360,112,0.000009
80184,36,380,0.000001
80190,2350,424,0.000032
80208,243,821,0.000007
80210,3171,640,0.000019
80214,12250,188,0.000033
80220,30496,744,0.000034
80225,21426,689,0.000033
80231,659,956,0.000015
80239,3915,245,0.000033
80251,10077,280,0.000033
80268,24032,481,0.000034
80273,24808,446,0.000048
80284,12741,547,0.000035
80286,18504,249,0.000034
80287,6104,851,0.000027
80288,1539,211,0.000027
80300,9919,545,0.000033
80308,8034,120,0.000033
80316,3662,737,0.000035
80325,8880,627,0.000044
80339,1061,667,0.000022
80340,25332,943,0.000034
80346,26570,348,0.000034
80363,22904,947,0.000033
80372,3711,1,0.000032
80379,568,384,0.000010
80382,225,332,0.000005
80385,303,60,0.000008
80389,27151,701,0.000034
80390,74,494,0.000002
80418,2049,805,0.000020
80430,8256,412,0.000033
80431,20093,716,0.000028
80432,6762,402,0.000034
80438,12634,735,0.000033
80445,1041,841,0.000015
80448,3935,716,0.000045
80451,22296,833,0.000024
80452,3690,572,0.000034
80459,18162,386,0.000034
80462,14248,22,0.000036
80468,6722,520,0.000035
80475,15918,362,0.000034
80488,393,652,0.000011
80492,29671,153,0.000033
80499,6919,693,0.000035
80501,7189,595,0.000039
80522,1491,992,0.000026
80528,698,281,0.000017
80532,15201,437,0.000034
80533,27845,682,0.000034
80537,4968,717,0.000033
80538,7241,33,0.000038
80542,6190,362,0.000034
80545,2592,667,0.000031
80559,2414,44,0.000030
80563,6240,616,0.000043
80564,118,412,0.000003
80572,509,341,0.000012
80577,11081,870,0.000033
80584,19957,934,0.000034
80588,26261,982,0.000035
80595,2389,862,0.000038
80596,1496,156,0.000026
80599,15888,879,0.000033
80608,16736,854,0.000046
80614,440,527,0.000011
80624,226,303,0.000006
80627,649,368,0.000015
80632,19869,95,0.000035
80633,18461,673,0.000034
80635,1297,776,0.000024
80642,4703,340,0.000034
80655,1926,43,0.000029
80658,11071,899,0.000035
80659,15957,649,0.000034
80663,999,381,0.000014
80669,7144,272,0.000034
80681,2733,917,0.000031
80689,25505,265,0.000034
80694,5431,538,0.000037
80700,31893,766,0.000050
80701,6513,677,0.000038
80705,1182,81,0.000030
80712,13282,75,0.000034
80718,2441,32,0.000032
80719,1494,924,0.000025
80731,26417,418,0.000034
80732,366,985,0.000010
80740,3282,675,0.000033
80743,1808,430,0.000037
80762,9015,678,0.000034
80763,21724,524,0.000033
80765,1224,823,0.000024
80769,1327,781,0.000024
80772,28816,51,0.000034
80779,2545,666,0.000032
80802,31278,992,0.000034
80805,3665,593,0.000040
80808,2864,808,0.000040
80810,6304,489,0.000033
80811,23985,687,0.000034
80835,10428,664,0.000044
80836,1264,354,0.000024
80846,8474,419,0.000023
80847,566,421,0.000015
80858,8054,644,0.000033
80859,3374,84,0.000032
80860,9231,206,0.000046
80863,11350,61,0.000032
80874,332,647,0.000009
80885,12880,846,0.000034
80902,14508,256,0.000041
80929,377,105,0.000010
80934,14374,644,0.000033
80939,7437,275,0.000034
80944,477,465,0.000014
80949,9605,171,0.000032
80958,1714,701,0.000028
80960,1762,930,0.000028
80966,2499,931,0.000032
80992,5944,114,0.000035
80993,29372,742,0.000034
80994,31705,334,0.000034
81003,15452,243,0.000041
81009,4010,116,0.000033
81011,22967,116,0.000035
81012,3077,796,0.000031
81016,3677,634,0.000032
81032,10763,32,0.000034
81034,1499,471,0.000028
81038,8200,11,0.000034
81049,4348,525,0.000038
81058,14422,728,0.000034
81059,22548,701,0.000037
81066,522,345,0.000013
81071,5917,352,0.000034
81088,25079,313,0.000036
81090,7244,258,0.000022
81110,32253,661,0.000050
81113,4411,699,0.000054
81118,21656,243,0.000035
81119,879,123,0.000020
81136,2567,391,0.000031
81137,17737,322,0.000033
81139,9632,722,0.000036
81147,4248,455,0.000022
81150,823,374,0.000010
81154,5730,73,0.000035
81162,1655,386,0.000027
81165,2812,752,0.000055
81170,11285,912,0.000034
81172,5678,7,0.000023
81175,11581,193,0.000022
81182,75,989,0.000003
81187,963,416,0.000024
81205,21245,596,0.000043
81208,1316,754,0.000024
81212,4087,523,0.000033
81225,5736,877,0.000035
81234,2468,165,0.000030
81248,3714,57,0.000032
81256,970,442,0.000020
81275,9089,541,0.000049
81279,6688,827,0.000034
81280,29906,13,0.000035
81283,24188,775,0.000033
81305,24689,950,0.000036
81308,1844,740,0.000029
81329,6440,560,0.000034
81333,2735,282,0.000032
81334,147,562,0.000003
81336,591,948,0.000011
81356,10735,828,0.000036
81357,1352,627,0.000027
81362,1645,349,0.000027
81369,10486,182,0.000032
81374,217,143,0.000006
81386,7477,290,0.000021
81393,627,700,0.000015
81396,542,45,0.000015
81406,20264,157,0.000042
81408,3495,677,0.000041
81451,5043,964,0.000032
81457,367,941,0.000010
81466,11506,273,0.000034
81473,1655,95,0.000027
81482,3696,63,0.000033
81490,12382,730,0.000035
81495,1151,415,0.000024
81496,2166,135,0.000030
81500,1972,723,0.000028
81517,668,775,0.000015
81524,25948,81,0.000039
81535,1734,167,0.000029
81537,10391,826,0.000033
81558,2325,903,0.000030
81563,9624,725,0.000035
81571,1470,459,0.000019
81573,23273,777,0.000024
81574,14872,714,0.000023
81581,123,163,0.000004
81593,8858,324,0.000033
81594,16,156,0.000001
81600,10262,164,0.000033
81605,74,897,0.000002
81608,36,123,0.000001
81611,1214,196,0.000022
81614,73,180,0.000001
81625,7316,172,0.000033
81660,476,921,0.000012
81661,2865,940,0.000034
81665,1913,350,0.000021
81671,27400,646,0.000034
81672,5523,840,0.000023
81673,2930,623,0.000033
81674,3213,795,0.000032
81675,28997,140,0.000034
81683,1905,177,0.000029
81700,20,734,0.000001
81706,8121,892,0.000037
81712,2737,272,0.000027
81719,5838,439,0.000022
81740,699,537,0.000016
81741,7955,259,0.000022
81773,5256,848,0.000023
81777,1401,951,0.000018
81809,3083,708,0.000032
81814,2114,734,0.000031
81820,1037,774,0.000024
81823,20556,371,0.000034
81824,2257,832,0.000030
81829,7374,801,0.000033
81835,1256,184,0.000023
81844,860,327,0.000017
81845,235,63,0.000006
81851,8945,432,0.000034
81852,373,381,0.000010
81853,31235,137,0.000024
81859,2316,953,0.000034
81863,9181,530,0.000034
81865,5043,678,0.000034
81866,1733,598,0.000027
81872,8595,390,0.000032
81880,278,643,0.000008
81891,18926,166,0.000034
81904,477,170,0.000008
81908,10728,911,0.000033
81910,12667,257,0.000034
81911,7785,231,0.000034
81915,25975,799,0.000035
81921,605,914,0.000014
81928,311,97,0.000007
81934,19971,70,0.000034
81952,18837,797,0.000034
81953,20549,917,0.000022
81963,5159,976,0.000022
81972,8691,491,0.000034
81989,3629,130,0.000041
81992,16718,369,0.000027
82002,966,597,0.000020
82012,12147,636,0.000033
82013,811,103,0.000020
82014,25847,90,0.000034
82017,664,697,0.000016
82029,9160,670,0.000046
82033,14858,544,0.000033
82035,3783,18,0.000033
82039,2887,60,0.000034
82041,1982,341,0.000028
82042,12687,617,0.000019
82043,3859,502,0.000034
82045,10905,270,0.000033
82049,10852,692,0.000025
82053,150,595,0.000005
82056,3327,766,0.000032
82073,12053,295,0.000033
82076,11452,173,0.000041
82080,3622,37,0.000033
82084,228,388,0.000006
82104,18997,63,0.000033
82112,29963,75,0.000035
82115,18925,925,0.000034
82117,19967,488,0.000022
82124,9079,299,0.000034
82125,12984,72,0.000034
82135,6900,466,0.000028
82142,13596,997,0.000028
82146,22492,481,0.000028
82149,10627,122,0.000034
82154,17484,806,0.000035
82159,14062,716,0.000034
82161,3159,49,0.000032
82163,477,923,0.000031
82167,1904,225,0.000029
82169,20000,319,0.000034
82172,505,172,0.000014
82182,4786,89,0.000037
82183,7997,791,0.000035
82184,9718,13,0.000033
82201,30409,437,0.000035
82236,5273,417,0.000034
82246,146,653,0.000004
82253,5860,847,0.000032
82254,14365,40,0.000033
82259,15559,521,0.000033
82265,8561,72,0.000025
82272,1012,333,0.000020
82273,1311,40,0.000024
82277,30649,4,0.000025
82280,13197,416,0.000026
82291,961,805,0.000012
82292,21749,358,0.000034
82293,6145,16,0.000035
82297,388,336,0.000010
82299,5591,332,0.000040
82304,7789,316,0.000035
82336,12334,42,0.000034
82337,10396,316,0.000033
82348,19668,596,0.000019
82355,22512,127,0.000036
82364,17843,811,0.000034
82372,20152,445,0.000034
82386,4048,981,0.000040
82388,29757,207,0.000034
82399,65,956,0.000001
82402,15310,580,0.000024
82418,802,811,0.000019
82422,17904,300,0.000033
82425,7816,374,0.000033
82427,7751,202,0.000033
82431,1823,200,0.000018
82433,2159,386,0.000029
82434,13165,600,0.000024
82451,162,144,0.000005
82485,15456,299,0.000034
82499,424,168,0.000012
82507,379,683,0.000010
82509,5170,151,0.000033
82513,694,61,0.000017
82516,31759,985,0.000035
82528,8645,609,0.000024
82529,959,609,0.000015
82531,826,621,0.000020
82536,1,584,0.000000
82537,15404,944,0.000033
82542,3436,702,0.000019
82543,5484,382,0.000034
82551,26978,935,0.000035
82554,25821,935,0.000034
82560,3782,260,0.000044
82562,5161,58,0.000033
82567,24390,567,0.000037
82573,2803,925,0.000022
82591,480,489,0.000010
82601,2623,305,0.000031
82604,137,404,0.000004
82611,30566,85,0.000036
82614,4028,928,0.000048
82634,2806,555,0.000032
82638,18970,396,0.000043
82646,3769,898,0.000031
82648,1166,11,0.000024
82649,5574,419,0.000031
82654,26200,601,0.000035
82655,6443,558,0.000034
82658,1484,208,0.000032
82665,5006,611,0.000021
82670,5300,619,0.000033
82686,5069,270,0.000035
82692,3418,249,0.000032
82695,8324,196,0.000033
82699,1543,978,0.000022
82701,8484,451,0.000034
82704,2214,800,0.000022
82707,10457,374,0.000023
82719,755,283,0.000017
82727,4445,505,0.000034
82734,147,17,0.000004
82735,36,437,0.000001
82738,1207,720,0.000022
82746,2080,790,0.000030
82749,28457,880,0.000034
82750,22858,159,0.000033
82751,23946,79,0.000038
82760,29580,965,0.000035
82764,1527,525,0.000028
82779,30913,497,0.000034
82789,8046,393,0.000032
82793,9267,919,0.000022
82809,624,101,0.000020
82817,6470,163,0.000034
82824,13998,650,0.000035
82833,12621,979,0.000034
82848,6654,805,0.000035
82866,18524,548,0.000036
82868,1186,981,0.000024
82875,4981,319,0.000034
82880,7606,7,0.000036
82889,10274,733,0.000032
82900,244,16,0.000005
82923,1997,992,0.000029
82939,6100,730,0.000024
82969,4716,874,0.000034
82980,6803,258,0.000034
82993,21798,263,0.000034
82994,31239,577,0.000034
82999,5045,864,0.000031
83004,10588,428,0.000036
83005,12373,776,0.000027
83009,1837,424,0.000030
83035,3454,514,0.000034
83036,15117,28,0.000037
83048,8384,336,0.000020
83058,28604,721,0.000035
83077,7130,857,0.000034
83083,7604,57,0.000033
83103,7550,385,0.000032
83106,6339,490,0.000034
83112,7960,179,0.000035
83117,9509,323,0.000043
83119,2638,242,0.000042
83123,1357,3,0.000016
83124,30668,293,0.000006
83130,23074,970,0.000034
83153,6967,566,0.000033
83154,12015,200,0.000034
83159,13767,165,0.000034
83162,3649,795,0.000024
83164,618,862,0.000009
83167,29753,250,0.000035
83168,3338,609,0.000042
83179,3935,457,0.000058
83189,2304,678,0.000022
83190,12353,211,0.000035
83191,9377,9,0.000034
83193,30192,650,0.000034
83197,2755,792,0.000033
83207,4,748,0.000000
83214,3678,575,0.000021
83246,3026,658,0.000034
83254,5973,276,0.000034
83263,3070,435,0.000022
83264,287,460,0.000006
83265,7086,677,0.000023
83271,8824,634,0.000044
83289,19128,182,0.000021
83293,537,871,0.000006
83294,1051,215,0.000046
83296,784,711,0.000017
83306,10622,848,0.000036
83310,434,195,0.000011
83323,305,24,0.000006
83332,593,443,0.000008
83335,7900,659,0.000024
83336,404,780,0.000007
83350,20381,580,0.000025
83361,13627,864,0.000034
83373,18571,499,0.000034
83379,143,629,0.000003
83390,314,498,0.000008
83403,3502,525,0.000052
83407,710,438,0.000017
83411,449,898,0.000012
83422,26020,2,0.000036
83428,1244,105,0.000024
83429,568,928,0.000015
83481,18944,307,0.000034
83487,235,851,0.000005
83488,2003,467,0.000030
83496,14010,892,0.000034
83497,11874,703,0.000034
83507,17349,348,0.000020
83513,8468,741,0.000037
83520,11344,948,0.000050
83540,16562,559,0.000044
83557,1640,666,0.000037
83560,4086,631,0.000032
83566,605,910,0.000014
83568,9985,350,0.000044
83569,2351,856,0.000031
83574,16696,643,0.000023
83576,702,656,0.000020
83579,14032,327,0.000046
83600,4037,560,0.000023
83605,1417,397,0.000021
83624,27479,760,0.000036
83633,5449,913,0.000033
83649,4825,274,0.000034
83650,1176,658,0.000034
83664,2291,272,0.000041
83679,15560,962,0.000043
83693,6990,842,0.000045
83696,3627,788,0.000050
83698,415,676,0.000016
83701,26756,488,0.000039
83703,13236,905,0.000042
83708,2763,147,0.000049
83724,889,183,0.000027
83726,23064,628,0.000053
83727,26927,506,0.000047
83733,20451,644,0.000048
83735,8743,657,0.000036
83742,18338,54,0.000037
83745,3323,558,0.000024
83768,1340,297,0.000025
83782,1975,288,0.000030
83791,25945,204,0.000025
83793,23639,489,0.000025
83815,743,642,0.000034
83824,6220,196,0.000022
83826,1001,465,0.000022
83835,3067,571,0.000086
83844,19466,559,0.000044
83847,29861,475,0.000052
83854,11109,211,0.000053
83856,5201,313,0.000044
83871,15846,389,0.000076
83878,14575,215,0.000034
83880,2610,331,0.000032
83885,732,250,0.000017
83894,9747,783,0.000031
83903,14679,54,0.000035
83906,18304,922,0.000034
83909,993,302,0.000122
83924,814,177,0.000013
83925,32285,678,0.000020
83947,216,161,0.000006
83955,935,808,0.000019
83958,3398,13,0.000032
83961,4986,396,0.000034
83967,696,275,0.000018
83968,27380,764,0.000033
83970,13569,311,0.000034
83971,7295,47,0.000034
83972,27471,75,0.000027
83985,18792,834,0.000035
84000,4174,605,0.000033
84012,537,744,0.000010
84013,7615,211,0.000034
84018,1876,616,0.000028
84021,8597,353,0.000024
84022,20952,203,0.000022
84034,2109,987,0.000027
84035,5632,477,0.000034
84036,1984,819,0.000029
84037,9247,971,0.000034
84040,1635,163,0.000033
84042,31409,112,0.000042
84053,2474,719,0.000021
84062,30147,336,0.000028
84079,637,240,0.000018
84090,6770,736,0.000034
84091,24072,485,0.000034
84092,6599,196,0.000034
84098,7062,783,0.000033
84099,27776,909,0.000034
84106,5913,313,0.000053
84107,4491,580,0.000033
84108,25022,149,0.000036
84110,13629,653,0.000036
84117,20968,366,0.000035
84138,239,526,0.000007
84141,12855,121,0.000035
84143,2556,744,0.000032
84155,13684,796,0.000033
84156,17669,197,0.000041
84158,1057,49,0.000021
84182,217,882,0.000005
84183,1880,917,0.000021
84188,32005,497,0.000034
84197,4659,650,0.000033
84198,907,16,0.000015
84231,3764,193,0.000033
84233,2303,16,0.000030
84237,8390,229,0.000022
84244,2601,737,0.000032
84248,1129,821,0.000022
84279,917,671,0.000021
84280,1320,372,0.000025
84303,2595,832,0.000031
84306,2264,313,0.000029
84308,9894,443,0.000034
84315,2432,849,0.000031
84324,26983,796,0.000033
84330,1656,483,0.000026
84352,8792,379,0.000033
84353,81,95,0.000002
84360,30218,747,0.000036
84363,30302,93,0.000033
84365,1807,617,0.000019
84372,14929,750,0.000039
84375,11643,400,0.000025
84384,22717,715,0.000036
84410,2671,284,0.000021
84411,9084,759,0.000034
84425,1014,336,0.000023
84432,5735,301,0.000024
84434,2701,414,0.000047
84441,292,154,0.000010
84444,1800,395,0.000027
84460,12920,459,0.000034
84463,1153,231,0.000022
84465,26980,917,0.000034
84467,10110,202,0.000034
84473,26,861,0.000001
84489,14998,2,0.000034
84493,13888,305,0.000034
84498,8076,147,0.000035
84506,9621,259,0.000022
84526,22351,973,0.000036
84531,25922,898,0.000025
84534,2983,224,0.000034
84535,16012,417,0.000024
84539,564,649,0.000010
84540,12986,99,0.000034
84546,798,797,0.000023
84556,4501,824,0.000034
84559,908,602,0.000021
84562,31508,388,0.000034
84567,6299,115,0.000033
84573,5653,701,0.000034
84579,410,606,0.000014
84590,314,50,0.000009
84591,6441,724,0.000034
84593,2441,98,0.000030
84594,871,943,0.000013
84606,21096,611,0.000028
84612,796,601,0.000017
84620,4161,389,0.000033
84629,20422,757,0.000035
84637,23937,199,0.000034
84672,130,365,0.000003
84676,9940,635,0.000035
84678,3233,206,0.000033
84683,431,125,0.000011
84688,306,778,0.000008
84692,16793,20,0.000036
84695,5951,91,0.000034
84706,1916,553,0.000035
84707,2916,223,0.000034
84708,2031,235,0.000029
84710,3472,895,0.000039
84711,6778,588,0.000035
84714,12541,372,0.000034
84718,244,426,0.000011
84725,19193,451,0.000034
84737,1767,144,0.000027
84740,3739,550,0.000023
84760,1914,868,0.000030
84774,6441,199,0.000029
84778,20651,311,0.000034
84780,10015,82,0.000033
84783,591,467,0.000009
84788,6976,599,0.000032
84806,3872,893,0.000034
84813,4276,112,0.000033
84820,21994,95,0.000019
84828,384,329,0.000010
84834,25617,923,0.000024
84837,12852,945,0.000032
84847,10675,315,0.000033
84848,2746,519,0.000032
84849,10629,646,0.000034
84857,3491,403,0.000033
84861,1711,452,0.000019
84868,10193,837,0.000033
84872,3079,447,0.000032
84886,1722,869,0.000025
84891,1075,648,0.000014
84892,1455,111,0.000025
84893,9127,526,0.000034
84894,14895,906,0.000033
84895,9437,783,0.000023
84900,6856,185,0.000034
84907,67,625,0.000002
84916,28005,451,0.000024
84918,5834,955,0.000033
84920,476,324,0.000013
84926,2827,655,0.000032
84928,31712,963,0.000034
84929,1526,96,0.000026
84942,2733,938,0.000018
84947,26453,524,0.000038
84949,1626,680,0.000077
84958,3537,364,0.000033
84959,24082,589,0.000035
84970,7252,178,0.000044
84990,19451,403,0.000137
84991,5222,492,0.000033
84992,31158,44,0.000024
84994,1680,279,0.000029
84998,572,260,0.000008
85008,1120,566,0.000022
85011,13497,702,0.000022
85012,9591,784,0.000034
85039,19020,241,0.000038
85041,1425,129,0.000031
85045,694,359,0.000016
85051,11655,252,0.000035
85063,27833,387,0.000035
85078,4514,999,0.000033
85083,4500,833,0.000033
85088,9532,509,0.000033
85093,13901,362,0.000034
85104,5199,205,0.000021
85105,5598,145,0.000034
85107,19401,522,0.000033
85116,100,888,0.000003
85122,2783,391,0.000037
85127,7016,758,0.000108
85152,1444,744,0.000027
85160,3665,793,0.000023
85162,397,422,0.000013
85165,784,269,0.000013
85184,25580,94,0.000033
85190,36,782,0.000002
85204,2424,302,0.000030
85207,32329,6,0.000034
85210,3114,322,0.000031
85229,24,691,0.000000
85233,3708,205,0.000032
85237,23857,343,0.000020
85245,7329,808,0.000032
85278,9996,660,0.000021
85286,4484,726,0.000034
85291,11040,369,0.000035
85295,22235,424,0.000033
85308,7855,976,0.000033
85312,9601,759,0.000035
85314,15481,929,0.000036
85328,17043,240,0.000034
85334,805,102,0.000018
85335,6983,111,0.000036
85338,4029,795,0.000034
85340,873,576,0.000018
85343,27442,751,0.000019
85353,16803,553,0.000033
85373,1331,930,0.000025
85383,11872,104,0.000022
85386,5259,687,0.000034
85393,24762,553,0.000043
85398,30506,284,0.000036
85403,29841,904,0.000035
85408,164,499,0.000004
85432,106,938,0.000003
85433,2505,168,0.000025
85435,6749,447,0.000032
85467,19202,237,0.000034
85474,32608,65,0.000034
85477,7672,435,0.000039
85486,6935,586,0.000034
85488,1048,985,0.000021
85496,775,912,0.000019
85501,17615,152,0.000035
85505,974,833,0.000022
85507,12331,650,0.000033
85518,10299,920,0.000035
85527,1608,236,0.000027
85543,27433,311,0.000023
85547,1829,441,0.000029
85552,5812,775,0.000055
85573,3183,252,0.000041
85578,3296,597,0.000024
85581,46,244,0.000002
85587,2512,929,0.000230
85615,6081,718,0.000034
85638,5397,198,0.000024
85644,7071,953,0.000034
85651,6030,990,0.000033
85664,4512,241,0.000034
85665,25296,695,0.000035
85671,24731,492,0.000026
85695,7987,785,0.000034
85701,28425,726,0.000051
85705,114,612,0.000003
85731,4035,999,0.000035
85740,715,971,0.000016
85747,1531,660,0.000027
85751,5541,389,0.000041
85762,1207,172,0.000023
85765,2808,738,0.000032
85776,1265,183,0.000025
85780,44,966,0.000001
85782,17723,676,0.000034
85792,25374,134,0.000031
85795,214,956,0.000006
85812,23189,758,0.000033
85813,9590,683,0.000034
85849,28754,518,0.000041
85853,25467,846,0.000035
85854,19064,586,0.000031
85861,10662,744,0.000026
85863,7220,299,0.000035
